scope,candidate,baseline,metric,direction,pairs,baseline_mean,candidate_mean,improvement_mean,ci95_lower,ci95_upper,wins,ties,losses
near_pair_rare_distractor,computational_oracle,round_robin,wrong_selection,lower,30,0.0,0.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,computational_oracle,round_robin,brier_score,lower,30,2.2130644741072108e-06,6.514387975761948e-06,-4.301323501654738e-06,-1.1700511046180688e-05,2.04867673074393e-06,8,1,21
near_pair_rare_distractor,computational_oracle,round_robin,log_loss,lower,30,0.0004274546557903697,0.000855613400518974,-0.0004281587447286042,-0.0011110915314593392,0.00025096829461421894,8,0,22
near_pair_rare_distractor,computational_oracle,round_robin,final_truth_probability,higher,30,0.9995730999882446,0.9991460214586978,-0.0004270785295468464,-0.001111933856692881,0.0002456498903939719,8,0,22
near_pair_rare_distractor,passive,myopic_voi,total_decision_loss,lower,30,2.5,2.5,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,passive,myopic_voi,decision_cost,lower,30,2.5,2.5,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,passive,myopic_voi,movement_cost,lower,30,0.0,0.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,passive,myopic_voi,resolution_steps,lower,30,10.0,10.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,passive,myopic_voi,wrong_selection,lower,30,0.0,0.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,passive,myopic_voi,brier_score,lower,30,0.6083333333333335,0.6083333333333335,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,passive,myopic_voi,log_loss,lower,30,0.999051349121275,0.999051349121275,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,passive,myopic_voi,final_truth_probability,higher,30,0.40333333333333315,0.40333333333333315,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,round_robin,myopic_voi,total_decision_loss,lower,30,2.5,2.2689658922666665,0.23103410773333294,-0.013700206933333802,0.47576842239999967,19,0,11
near_pair_rare_distractor,round_robin,myopic_voi,decision_cost,lower,30,2.5,0.3416666666666667,2.158333333333333,2.1166666666666667,2.2,30,0,0
near_pair_rare_distractor,round_robin,myopic_voi,movement_cost,lower,30,0.0,1.9272992255999999,-1.9272992255999999,-2.1303668736000003,-1.7242315776,0,0,30
near_pair_rare_distractor,round_robin,myopic_voi,resolution_steps,lower,30,10.0,2.3666666666666667,7.633333333333334,7.466666666666667,7.8,30,0,0
near_pair_rare_distractor,round_robin,myopic_voi,wrong_selection,lower,30,0.0,0.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,round_robin,myopic_voi,brier_score,lower,30,0.6083333333333335,2.2130644741072108e-06,0.6083311202688594,0.538329762477302,0.7016650369421049,30,0,0
near_pair_rare_distractor,round_robin,myopic_voi,log_loss,lower,30,0.999051349121275,0.0004274546557903697,0.9986238944654845,0.8479962970146426,1.1992337803445254,30,0,0
near_pair_rare_distractor,round_robin,myopic_voi,final_truth_probability,higher,30,0.40333333333333315,0.9995730999882446,0.5962397666549114,0.5610409928943587,0.642995809917927,30,0,0
near_pair_rare_distractor,receding_horizon_voi,myopic_voi,total_decision_loss,lower,30,2.5,1.7158890173979344,0.7841109826020656,0.6319793395960261,0.9272071565598993,29,0,1
near_pair_rare_distractor,receding_horizon_voi,myopic_voi,decision_cost,lower,30,2.5,0.43333333333333335,2.066666666666667,2.0,2.1333333333333333,30,0,0
near_pair_rare_distractor,receding_horizon_voi,myopic_voi,movement_cost,lower,30,0.0,1.2825556840646009,-1.2825556840646009,-1.400972111253834,-1.1739550499110527,0,0,30
near_pair_rare_distractor,receding_horizon_voi,myopic_voi,resolution_steps,lower,30,10.0,2.7333333333333334,7.266666666666667,6.966666666666667,7.533333333333333,30,0,0
near_pair_rare_distractor,receding_horizon_voi,myopic_voi,wrong_selection,lower,30,0.0,0.0,0.0,0.0,0.0,0,30,0
