seed,policy,dose,truth_mode,resolved,resolution_steps,selected_mode,wrong_selection,total_decision_loss,decision_cost,movement_cost,movement_distance,mean_discriminability,maximum_discriminability,final_truth_probability,final_entropy,trace_fingerprint,arm
6021,round_robin,0.1,0,True,4,0,False,0.60317942016,0.6000000000000001,0.0031794201600000007,0.31794201600000005,0.6842618370755862,1.7411319230987865,0.9849527734459272,0.07808005784582622,b929ef4d25a905265b8747c8999a6bda304388474baa2f68ed7b5f6ed328595a,round_robin_dose_0_10
6022,round_robin,0.1,1,True,5,1,False,0.8043891825152001,0.8,0.004389182515200001,0.4389182515200001,1.2146690934367192,3.3362981188812513,0.9988654565028295,0.008827834651345028,e7d4c35cff33f12b644dfe679fea41f513e8ca344aa6170e6745767976712bcc,round_robin_dose_0_10
6023,round_robin,0.1,0,True,4,0,False,0.60317942016,0.6000000000000001,0.0031794201600000007,0.31794201600000005,0.6842618370755862,1.7411319230987865,0.9831685285172567,0.0854372475657372,b1c11c4c339e460db4967430a544f3244909e66517a2cafcdabe505d78dfec9a,round_robin_dose_0_10
6024,round_robin,0.1,0,True,4,0,False,0.60317942016,0.6000000000000001,0.0031794201600000007,0.31794201600000005,0.6842618370755862,1.7411319230987865,0.9945224729474875,0.03398453752780116,dfab7c1d8f99e4da4ff59de7f1ddad9221bddee14c7cb0d531bbdb22ef9f89c8,round_robin_dose_0_10
6025,round_robin,0.1,0,True,6,0,False,1.005680211410944,1.0,0.005680211410944,0.5680211410944,1.948792145973636,5.619407408658218,0.9568725957502232,0.17775891619234988,585176c6271bbf0d6ca8ab1bfa4debe8316b8c20eba79f6a06a5ad36b4fe9be9,round_robin_dose_0_10
6026,round_robin,0.1,0,True,4,0,False,0.60317942016,0.6000000000000001,0.0031794201600000007,0.31794201600000005,0.6842618370755862,1.7411319230987865,0.9940009720814946,0.03667297135611268,c05a4c2a4cca375acf99d2de99718a1f2d4209c7bd4af1841e415238f976ab83,round_robin_dose_0_10
6027,round_robin,0.1,1,True,5,1,False,0.8043891825152001,0.8,0.004389182515200001,0.4389182515200001,1.2146690934367192,3.3362981188812513,0.9572675216504857,0.17653294353413285,de7ab99cbe357bdfceb05f235cb56c561a0cec4944f7c43ba6bc96b68e16b6e3,round_robin_dose_0_10
6028,round_robin,0.1,0,True,4,0,False,0.60317942016,0.6000000000000001,0.0031794201600000007,0.31794201600000005,0.6842618370755862,1.7411319230987865,0.9772018373563103,0.10873785718296354,40f9670a1fbf9eebc5247e50b44a611e15e7aa9c7ac7b221cd870a0a23c91fe4,round_robin_dose_0_10
6029,round_robin,0.1,0,True,5,0,False,0.8043891825152001,0.8,0.004389182515200001,0.4389182515200001,1.2146690934367192,3.3362981188812513,0.9970860868411018,0.019921841482421192,97fe935a989418e5ebdf4ca914202b8b472f2386a2d0fc291bd7504eb5e53dc5,round_robin_dose_0_10
6000,round_robin,0.25,1,True,4,1,False,0.6079485504000001,0.6000000000000001,0.0079485504,0.79485504,4.353105527785246,11.110404526633927,0.9634598850134338,0.15678807334193942,00bfdf631b163b3e82ff0bee7a8c780caebfe13b70975fa1273aec363030ef54,round_robin_dose_0_25
6001,round_robin,0.25,1,True,2,1,False,0.202856,0.2,0.0028560000000000005,0.2856,0.7954416528362416,1.4028524968213436,0.9841604242985277,0.08137236305089585,78f2493641ca74cf97871f24346c4afb03fd279b594834e7d9a98ad51fac9ed0,round_robin_dose_0_25
6002,round_robin,0.25,1,True,3,1,False,0.40520632,0.4,0.0052063199999999995,0.520632,2.1006725281690186,4.711134278834573,0.9981924126092071,0.013222244936868053,74d94b7197aa08d3cf3739eebfbb9264e5afdcff37c51ff7834d882a0081baae,round_robin_dose_0_25
6003,round_robin,0.25,0,True,3,0,False,0.40520632,0.4,0.0052063199999999995,0.520632,2.1006725281690186,4.711134278834573,0.9999920013765707,0.00010187236449336922,37926d6f50857d274df8b4100ec8193c93b5c86ed2e7ce6840f4c526d4b8bb9d,round_robin_dose_0_25
6004,round_robin,0.25,1,True,2,1,False,0.202856,0.2,0.0028560000000000005,0.2856,0.7954416528362416,1.4028524968213436,0.9549541799408794,0.18366109488349278,4bd769fab00c383604c2bc5aea4d1f3f86baa40949ac6a57690104cbfc54f2c6,round_robin_dose_0_25
6005,round_robin,0.25,0,True,2,0,False,0.202856,0.2,0.0028560000000000005,0.2856,0.7954416528362416,1.4028524968213436,0.9675939565503514,0.14300882274200805,d402d19c265cf3928875e2e418340a20b884296060244538865936db593619cf,round_robin_dose_0_25
6006,round_robin,0.25,1,True,3,1,False,0.40520632,0.4,0.0052063199999999995,0.520632,2.1006725281690186,4.711134278834573,0.9998269820446637,0.0016717044443328895,1a0e3f58fca859179a71cf9a9c612ed8120ade759ea4b20c2493d931e429f1a3,round_robin_dose_0_25
