metric,direction,pairs,baseline_mean,candidate_mean,improvement_mean,ci95_lower,ci95_upper,wins,ties,losses,scope,candidate,baseline
coverage95_rate,higher,2,0.965625,0.965625,5.551115123125783e-17,-0.006249999999999978,0.006250000000000089,1,0,1,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0,0,2,0,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
mean_topology_components,lower,2,1.640625,1.66875,-0.028124999999999956,-0.03749999999999987,-0.018750000000000044,0,0,2,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
integrated_loss,lower,2,0.5489139472102432,0.5787795762685806,-0.029865629058337395,-0.04921034442452166,-0.010520913692153133,0,0,2,failure_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
decision_loss,lower,2,0.41706930798795183,0.45089306494127734,-0.03382375695332551,-0.05276641178880059,-0.014881102117850431,0,0,2,failure_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
movement_per_step,lower,2,0.8789642614819428,0.8525767421820223,0.02638751929992056,0.023707115761859576,0.02906792283798154,2,0,0,failure_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
wrong_mode_action_rate,lower,2,0.0,0.0,0.0,0.0,0.0,0,2,0,failure_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
mean_nees,lower,2,1.8364568118830045,1.8811822315809454,-0.04472541969794075,-0.056519224475642726,-0.03293161492023877,0,0,2,failure_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
coverage95_rate,higher,2,0.965625,0.959375,-0.006249999999999978,-0.012499999999999956,0.0,0,1,1,failure_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0,0,2,0,failure_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
mean_topology_components,lower,2,1.640625,1.66875,-0.028124999999999956,-0.03125,-0.02499999999999991,0,0,2,failure_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
integrated_loss,lower,2,0.44255249506688543,0.4416340564242309,0.0009184386426545066,0.0006956243848493804,0.0011412529004596328,2,0,0,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
decision_loss,lower,2,0.31657843249709505,0.3170643494069286,-0.0004859169098335725,-0.0007390172231124814,-0.00023281659655466358,0,0,2,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
movement_per_step,lower,2,0.8398270837986028,0.8304647134486824,0.00936237034992049,0.00916046331342868,0.009564277386412301,2,0,0,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
wrong_mode_action_rate,lower,2,0.0,0.0,0.0,0.0,0.0,0,2,0,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
mean_nees,lower,2,1.8637628462795501,1.8617873925055881,0.0019754537739620215,-0.0023753906593961815,0.0063262982073202245,1,0,1,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
coverage95_rate,higher,2,0.95625,0.95625,0.0,-0.006249999999999978,0.006249999999999978,1,0,1,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0,0,2,0,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
mean_topology_components,lower,2,1.021875,1.025,-0.0031250000000000444,-0.006250000000000089,0.0,0,1,1,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
integrated_loss,lower,2,0.4452211244636567,0.4416340564242309,0.0035870680394257115,0.0034437310190668646,0.0037304050597845584,2,0,0,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
decision_loss,lower,2,0.3149549261076643,0.3170643494069286,-0.002109423299264307,-0.0027944582183305755,-0.0014243883801980384,0,0,2,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
movement_per_step,lower,2,0.8684413223732824,0.8304647134486824,0.03797660892460003,0.03436528959988383,0.04158792824931623,2,0,0,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
wrong_mode_action_rate,lower,2,0.0,0.0,0.0,0.0,0.0,0,2,0,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
mean_nees,lower,2,1.8333012354869584,1.8617873925055881,-0.028486157018629665,-0.041950229477794476,-0.015022084559464854,0,0,2,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
coverage95_rate,higher,2,0.965625,0.95625,-0.009375000000000022,-0.012500000000000067,-0.006249999999999978,0,0,2,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0,0,2,0,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
mean_topology_components,lower,2,1.021875,1.025,-0.0031250000000000444,-0.025000000000000133,0.018750000000000044,1,0,1,staggered_rejoin,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
integrated_loss,lower,2,0.4452211244636567,0.44255249506688543,0.002668629396771205,0.0025891521593249256,0.0027481066342174842,2,0,0,staggered_rejoin,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
decision_loss,lower,2,0.3149549261076643,0.31657843249709505,-0.0016235063894307344,-0.002055440995218094,-0.0011915717836433748,0,0,2,staggered_rejoin,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
movement_per_step,lower,2,0.8684413223732824,0.8398270837986028,0.02861423857467954,0.02520482628645515,0.03202365086290393,2,0,0,staggered_rejoin,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
wrong_mode_action_rate,lower,2,0.0,0.0,0.0,0.0,0.0,0,2,0,staggered_rejoin,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
mean_nees,lower,2,1.8333012354869584,1.8637628462795501,-0.030461610792591687,-0.039574838818398295,-0.02134838276678508,0,0,2,staggered_rejoin,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
coverage95_rate,higher,2,0.965625,0.95625,-0.009375000000000022,-0.012499999999999956,-0.006250000000000089,0,0,2,staggered_rejoin,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0,0,2,0,staggered_rejoin,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
mean_topology_components,lower,2,1.021875,1.021875,0.0,-0.018750000000000044,0.018750000000000044,1,0,1,staggered_rejoin,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
integrated_loss,lower,2,0.45455555294372374,0.46824070279196234,-0.01368514984823857,-0.020790050584141406,-0.006580249112335734,0,0,2,flapping_reconnect,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
